365788.0	0.0
267102.0	6680544.0
170941.0	4890344.0
0.0	651850.0
243293.0	5538001.0
267093.0	0.0
0.0	493489.0
370448.0	1104054.0
0.0	5210569.0
197091.0	880290.0
130724.0	2282768.0
288589.0	0.0
248546.0	765313.0
257486.0	0.0
0.0	2218275.0
0.0	372205.0
288542.0	0.0
251654.0	1056320.0
288558.0	185063.0
63744.0	0.0
0.0	1030329.0
357091.0	4346544.0
271442.0	81042.0
0.0	3285.0
304110.0	1441898.0
187922.0	0.0
213625.0	1465734.0
249201.0	1635238.0
0.0	98718.0
231330.0	0.0
182245.0	601438.0
211788.0	0.0
0.0	850477.0
0.0	664375.0
224305.0	0.0
273746.0	0.0
339288.0	4158995.0
216582.0	1624396.0
210500.0	2027865.0
272880.0	436515.0
477.0	4046157.0
0.0	371750.0
269076.0	607837.0
428780.0	1835558.0
211844.0	1624396.0
0.0	412878.0
206121.0	17378.0
174246.0	0.0
510364.0	3282960.0
365038.0	1623010.0
365163.0	2291113.0
162779.0	1362375.0
0.0	139130.0
236457.0	2549361.0
1072321.0	34348384.0
261516.0	0.0
329078.0	1637034.0
0.0	757301.0
184899.0	0.0
192008.0	83237.0
263413.0	506765.0
262663.0	187500.0
0.0	759557.0
0.0	1753766.0
374125.0	608750.0
278601.0	0.0
0.0	9803.0
199157.0	664461.0
0.0	59539.0
96840.0	7509039.0
80818.0	1599641.0
213999.0	953136.0
210692.0	1451869.0
222093.0	4452476.0
440698.0	0.0
0.0	343434.0
240189.0	0.0
420636.0	19794175.0
275101.0	850010.0
314288.0	117551.0
94941.0	5266578.0
239502.0	0.0
1111258.0	19250000.0
0.0	1426469.0
0.0	886231.0
6615.0	0.0
655037.0	28798.0
404338.0	2022048.0
0.0	1324578.0
259996.0	1668260.0
317543.0	1297049.0
0.0	5127155.0
201955.0	1729541.0
248146.0	281073.0
0.0	431750.0
0.0	257817.0
0.0	754966.0
76399.0	4160672.0
262788.0	8191755.0
0.0	2604490.0
261809.0	0.0
248017.0	825464.0
0.0	192758.0
229284.0	400478.0
231946.0	636246.0
221003.0	0.0
158403.0	8308552.0
0.0	30766064.0
250100.0	1550019.0
492375.0	8831913.0
1060932.0	10433518.0
261879.0	15364167.0
239671.0	0.0
0.0	176378.0
304588.0	940257.0
309946.0	671737.0
85274.0	2165172.0
247338.0	591250.0
349487.0	2070306.0
330546.0	2542813.0
415189.0	0.0
265214.0	3181250.0
278601.0	765920.0
274975.0	384728.0
